PeakID	Annotation
chr15:28374405-28374764:130	enhancer
chr4:82466035-82466377:191	enhancer
chr5:92498743-92499098:162	enhancer
chr7:80628676-80629373:190	enhancer
chr4:122955180-122955743:69	enhancer
chrX:109190834-109191781:322	enhancer
chr14:31160491-31160808:162	enhancer
chr11:32224831-32225151:164	promoter
chr6:33515349-33515841:117	enhancer
chr4:47251660-47252246:193	enhancer
chr13:113265302-113265538:122	enhancer
chr10:122894532-122895006:274	enhancer
chr13:81136496-81137260:452	enhancer
chr9:64933971-64934864:659	promoter
chr18:5911278-5911816:338	enhancer
chr11:75635350-75635834:180	enhancer
chr7:81863184-81863556:139	enhancer
chrX:140575702-140576148:140	enhancer
chr9:71543884-71544139:135	enhancer
chr9:57970115-57970674:440	enhancer
chr2:180724985-180725422:283	promoter
chr18:4602432-4603036:188	enhancer
chr15:64377518-64377942:218	enhancer
chr5:103760395-103761078:482	enhancer
chr5:66609377-66609778:150	enhancer
chr9:71896429-71896712:146	promoter
chr6:39543052-39543608:268	enhancer
chr16:21219645-21220107:199	enhancer
chr3:136704571-136705082:116	enhancer
chr6:22001310-22001674:164	enhancer
chr4:9640152-9640469:175	enhancer
chr5:143509762-143510147:172	enhancer
chr2:84386644-84387453:149	enhancer
chr1:133229090-133229574:199	enhancer
chr18:60696708-60697117:220	enhancer
chr5:125150670-125151505:572	enhancer
chr2:135658486-135659999:151	promoter
chr1:133412926-133413415:157	enhancer
chr6:86496840-86497837:130	enhancer
chr17:12810415-12810766:184	enhancer
chr10:96750922-96751216:157	enhancer
chr2:38546161-38546891:311	enhancer
chr10:93577544-93577821:155	enhancer
chr9:102306588-102307594:243	enhancer
chr10:56599845-56600302:305	enhancer
chr9:116156553-116156816:142	enhancer
chr2:94348122-94348643:319	enhancer
chr3:51196983-51197734:453	enhancer
chr7:81261432-81261782:176	enhancer
chrX:14628162-14628955:499	enhancer
chr19:5640305-5641046:645	enhancer
chr17:56425143-56425973:156	enhancer
chr8:125224433-125224928:196	enhancer
chr9:103230157-103231014:656	promoter
chr17:79543863-79544717:165	enhancer
chr10:128344820-128345342:271	enhancer
chr2:135811432-135811862:151	enhancer
chr1:92144961-92145519:116	enhancer
chr2:158687703-158688590:776	enhancer
chr15:61517161-61517781:200	enhancer
chr2:135717179-135717780:321	enhancer
chr4:102603965-102604366:195	enhancer
chr16:50752225-50752725:188	enhancer
chr2:135773499-135774142:153	enhancer
chr9:66311508-66311905:146	enhancer
chr6:97820528-97821056:324	enhancer
chr3:55787419-55788078:205	enhancer
chr7:89115444-89116030:111	enhancer
chr11:101260100-101260724:449	promoter
chr9:23041701-23042603:184	enhancer
chr15:64174564-64174844:146	enhancer
chr17:75082504-75082855:224	enhancer
chr10:21993091-21993343:134	promoter
chr4:120283203-120283524:170	enhancer
chr8:36723863-36724254:175	enhancer
chr1:36554579-36554925:166	enhancer
chr8:27106470-27107614:636	enhancer
chr8:117282140-117282613:134	enhancer
chrX:159650080-159650925:713	enhancer
chr2:35613925-35614415:202	enhancer
chr2:144085930-144086662:67	enhancer
chr19:7416779-7418204:554	promoter
chr4:105223814-105224397:384	enhancer
chr15:67780915-67781292:215	enhancer
chr19:34420296-34421508:225	enhancer
chr17:25570417-25571358:697	promoter
chr12:83341917-83343225:1081	enhancer
chr3:79519004-79519544:237	enhancer
chr4:141655811-141656478:555	enhancer
chr8:107226255-107226755:159	enhancer
chr16:22119552-22119939:184	enhancer
chr5:111675501-111676054:327	enhancer
chr6:18417699-18418438:586	enhancer
chr8:8819172-8819904:565	enhancer
chr5:32328079-32328669:235	enhancer
chr3:136794893-136795155:130	enhancer
chr18:44584678-44585373:342	enhancer
chr4:124685780-124686381:215	enhancer
chr11:73024473-73024951:226	enhancer
chrX:12251888-12252874:124	enhancer
chr8:106732991-106733288:134	enhancer
chr6:88152066-88152777:292	enhancer
chr11:101360309-101361163:564	enhancer
chr6:126162317-126162714:272	enhancer
chr16:76325031-76325583:158	enhancer
chr2:73066347-73066774:271	enhancer
chr11:104647167-104647801:508	enhancer
chr4:40868792-40869293:188	enhancer
chr11:105292235-105292864:364	promoter
chr2:93303358-93304269:619	enhancer
chr14:121781171-121782007:170	enhancer
chr11:5149189-5150039:467	enhancer
chr2:148505613-148506066:219	promoter
chr8:108748759-108749491:150	enhancer
chr1:152497390-152498152:72	enhancer
chr7:97171798-97172685:141	enhancer
chr14:27379248-27379923:584	enhancer
chr7:72165593-72166631:307	enhancer
chr10:43765249-43765804:205	enhancer
chr8:116024755-116025666:278	enhancer
chr10:80348336-80348740:186	promoter
chr4:132747348-132748280:821	enhancer
chr4:132756967-132757348:216	promoter
chr4:132982749-132983557:401	promoter
chr15:83529886-83530595:489	enhancer
chr10:121971669-121972127:160	enhancer
chr4:130175172-130175726:387	promoter
chr2:170147695-170148131:212	enhancer
chr16:44655337-44655603:128	enhancer
chr13:94327994-94328489:268	enhancer
chr4:126251676-126252008:204	enhancer
chr11:68321113-68321760:126	enhancer
chr4:138569745-138570545:410	enhancer
chr2:158550162-158550534:109	enhancer
chr3:30457894-30458653:225	enhancer
chr10:13988272-13988612:175	enhancer
chr11:119952023-119952860:539	enhancer
chr4:155488191-155488814:263	enhancer
chr2:75612833-75613605:204	enhancer
chr8:68211991-68212479:206	enhancer
chr11:71995780-71996313:321	enhancer
chr16:5911895-5912384:236	enhancer
chr3:116384325-116384682:204	enhancer
chr7:98116969-98117550:164	enhancer
chr5:31630005-31630401:222	enhancer
chr8:68953923-68954391:132	enhancer
chr8:118587269-118587708:280	enhancer
chr12:21155018-21155481:250	enhancer
chr1:170478023-170478584:419	enhancer
chrX:72012259-72012569:158	enhancer
chr4:137490059-137490373:142	enhancer
chr8:113735429-113736059:154	enhancer
chr7:132475015-132475541:263	enhancer
chr1:138517462-138517702:121	enhancer
chr6:115759300-115759830:335	promoter
chr4:62805813-62806204:210	enhancer
chr5:135460169-135460939:520	enhancer
chr11:60698607-60699136:371	promoter
chr11:88114998-88115442:225	enhancer
chr8:35665807-35666305:254	enhancer
chr1:73140562-73141016:277	enhancer
chr16:45817745-45818438:578	enhancer
chr8:11394505-11395176:460	enhancer
chr8:125285999-125286858:474	enhancer
chr8:26345128-26345379:125	enhancer
chr19:3986282-3986690:226	enhancer
chr18:68497642-68498001:162	enhancer
chr1:43474508-43474990:220	enhancer
chr18:75537621-75538454:186	enhancer
chr12:40535789-40536629:656	enhancer
chr1:180356950-180357193:109	enhancer
chr5:53924094-53924329:110	enhancer
chr6:5103809-5104318:222	enhancer
chr10:7182622-7183075:133	promoter
chr6:122742386-122742875:145	promoter
chr9:61405060-61405572:186	enhancer
chr8:95137712-95138132:249	promoter
chr16:33581682-33582207:140	enhancer
chr16:34395564-34395913:206	enhancer
chr6:113586519-113587119:423	enhancer
chr15:97992408-97993252:655	enhancer
chr5:150468407-150468884:232	enhancer
chr11:35297332-35298100:517	enhancer
chr11:69935245-69936026:125	promoter
chr19:31762623-31763079:315	enhancer
chr15:67146791-67147040:136	enhancer
chr9:32789267-32789688:260	enhancer
chr15:84975591-84976202:298	enhancer
chr19:21897215-21897804:410	enhancer
chr3:37935334-37935657:184	enhancer
chr2:75960315-75961001:404	enhancer
chr7:99332839-99333264:137	enhancer
chr16:32124284-32125254:356	enhancer
chr2:71013536-71013857:164	enhancer
chr12:33045658-33046229:246	enhancer
chr2:103718972-103719255:148	enhancer
chr2:93278062-93278547:268	enhancer
chr2:27690754-27691551:696	enhancer
chr4:139238653-139239060:127	enhancer
chr17:67564849-67565449:170	enhancer
chr1:191943368-191944068:523	enhancer
chr4:105260977-105261651:206	enhancer
chr13:55022531-55023293:74	promoter
chr8:68206760-68207060:161	enhancer
chr1:137656858-137657500:120	enhancer
chr14:40958624-40959532:389	enhancer
chr14:27242234-27243029:278	enhancer
chr9:32656382-32657626:1031	enhancer
chr2:18937693-18938523:469	enhancer
chr1:64040695-64041463:334	enhancer
chr4:127263529-127264448:134	enhancer
chr11:64718716-64719110:163	promoter
chr11:96735980-96736246:133	promoter
chr11:44716896-44717289:249	enhancer
chr10:3835628-3835915:144	enhancer
chr16:5221964-5222784:407	promoter
chr2:71623105-71623531:203	enhancer
chr4:132065744-132066615:500	enhancer
chr14:101483230-101483656:239	enhancer
chr7:145024633-145025081:167	enhancer
chr11:68502502-68503382:91	promoter
chr7:28938707-28939152:165	enhancer
chr2:158687703-158688590:353	enhancer
chr13:60110401-60110851:227	enhancer
chr7:135605116-135605765:99	promoter
chr1:62717041-62717482:255	enhancer
chr11:96966882-96967136:141	enhancer
chr1:165700358-165701558:696	enhancer
chr11:88613648-88614277:497	enhancer
chr9:32656382-32657626:328	enhancer
chr3:135521800-135522627:346	enhancer
chr7:28936818-28937115:172	enhancer
chr13:48324012-48324740:67	enhancer
chr11:82339873-82340477:327	enhancer
chr11:30405467-30405986:297	enhancer
chr5:24364471-24365025:239	promoter
chr1:189774697-189775129:250	enhancer
chr2:53070646-53071098:192	enhancer
chr1:157101139-157101602:150	enhancer
chr11:102317800-102318534:587	promoter
chr9:45917322-45918060:473	enhancer
chr17:83277744-83277994:121	enhancer
chr2:70978228-70978638:232	enhancer
chrX:11839632-11840177:122	enhancer
chr8:70158384-70158794:126	enhancer
chr11:22584377-22585109:461	enhancer
chr17:27707733-27708580:90	enhancer
chr16:5374763-5375385:355	enhancer
chr2:14295370-14295722:199	enhancer
chr10:60985097-60985649:315	enhancer
chr1:183979716-183980410:167	enhancer
chr16:97897449-97898077:257	promoter
chr11:73326456-73326931:329	promoter
chr16:35652230-35652618:204	enhancer
chr15:94404010-94404613:302	promoter
chr5:30342713-30343518:477	enhancer
chr1:73717182-73718172:855	enhancer
chr4:131813820-131814293:387	enhancer
chr10:60934307-60934750:192	enhancer
chr14:61817412-61818061:481	enhancer
chr11:75152595-75153565:786	enhancer
chr10:96866354-96867197:424	enhancer
chr8:105397815-105398086:143	enhancer
chr7:116307340-116308576:1064	promoter
chr18:54852930-54853415:203	enhancer
chr2:32917532-32917900:176	enhancer
chr8:125396729-125397209:330	enhancer
chr10:68464917-68465266:216	enhancer
chr5:66916246-66916546:168	enhancer
chr10:62313874-62314423:218	enhancer
chr14:70515457-70515875:188	enhancer
chr6:32397028-32397747:528	enhancer
chr7:72165593-72166631:638	enhancer
chr16:13378040-13378583:340	enhancer
chr4:43266953-43267374:246	promoter
chr14:121646686-121646960:123	enhancer
chr13:45820452-45821191:256	enhancer
chr8:35650935-35651265:148	enhancer
chr5:75906098-75906432:156	enhancer
chr9:103624723-103624963:129	enhancer
chr18:83069256-83069554:153	enhancer
chr2:72311312-72311934:135	enhancer
chr3:107035815-107036778:105	promoter
chr16:95438638-95440023:1296	enhancer
chr5:24592011-24592371:160	promoter
chr14:105675116-105675450:183	enhancer
chr1:57890228-57890906:573	enhancer
chr7:67259910-67260166:124	enhancer
chr3:69548633-69549031:232	enhancer
chr8:128387108-128387653:326	enhancer
chr2:27699529-27700051:199	enhancer
chr17:83122734-83123278:416	enhancer
chr16:85802900-85803412:291	promoter
chr4:127263529-127264448:491	enhancer
chr14:100260549-100261256:173	enhancer
chr1:62724323-62725132:734	enhancer
chr19:20390575-20390898:175	promoter
chr13:111867760-111868380:231	enhancer
chr2:135725240-135725924:563	enhancer
chr18:80655488-80656048:290	enhancer
chr5:147671670-147672482:221	enhancer
chr12:54044946-54045754:169	enhancer
chr14:33691742-33692058:134	enhancer
chr9:32656382-32657626:541	enhancer
chr17:87202458-87202913:203	enhancer
chr17:24672226-24672508:110	enhancer
chr2:74907153-74907743:415	enhancer
chr7:68181906-68182432:285	enhancer
chr17:67697000-67697378:191	promoter
chr1:191075177-191075895:225	enhancer
chr8:25428610-25429412:469	enhancer
chr12:54479748-54480277:241	enhancer
chr14:64046221-64046668:226	enhancer
chr7:25120033-25120909:634	enhancer
chr5:96917546-96918203:572	enhancer
chr13:109440344-109440728:241	promoter
chr8:120683647-120683899:120	enhancer
chr4:152362032-152362619:403	enhancer
chr10:8945039-8945882:702	promoter
chr5:63938640-63938969:147	enhancer
chr3:21639591-21639973:216	enhancer
chr10:67912384-67912841:296	promoter
chr10:76257767-76258403:428	enhancer
chr2:90964725-90965153:300	promoter
chr11:117414869-117415313:159	enhancer
chr15:84855577-84856531:115	promoter
chr4:143092315-143092993:282	enhancer
chr15:88839203-88840503:271	enhancer
chr10:41997672-41998297:434	enhancer
chr4:32263080-32263652:269	enhancer
chr10:54117711-54118202:264	enhancer
chr13:94132207-94132637:299	enhancer
chr10:84596864-84597751:713	enhancer
chr14:25304326-25304996:383	enhancer
chr19:32291944-32292361:252	enhancer
chr15:25525420-25525731:150	enhancer
chr13:79028186-79028403:111	enhancer
chr6:126141398-126142555:933	enhancer
chr16:18776418-18777045:310	promoter
chr19:21913787-21914592:218	enhancer
chr16:23151444-23151720:149	enhancer
chr3:105300408-105301151:536	enhancer
chr4:95082319-95083117:228	enhancer
chr14:21703219-21703783:329	enhancer
chr13:49189972-49190402:238	enhancer
chr15:96733975-96734822:332	enhancer
chr5:135460169-135460939:175	enhancer
chr15:11539594-11539921:119	enhancer
chr7:111713802-111714239:258	enhancer
chr5:92997029-92997431:178	enhancer
chr13:24685775-24686216:307	enhancer
chr12:117447180-117447765:365	enhancer
chr3:105392875-105393518:159	enhancer
chr2:36172547-36172931:247	enhancer
chr4:114685494-114685927:189	enhancer
chr12:4028484-4029025:300	enhancer
chr8:95427529-95428118:240	enhancer
chrX:74245689-74245985:129	enhancer
chr6:108875877-108876411:263	enhancer
chr1:132322708-132323479:307	enhancer
chr1:134079877-134080176:130	promoter
chr16:44494464-44495038:205	enhancer
chr2:153432416-153432940:249	enhancer
chr3:51749867-51750487:328	enhancer
chr5:96793008-96793743:397	promoter
chr1:172311377-172311856:430	promoter
chr16:95291238-95292130:270	enhancer
chr5:124011656-124012318:186	enhancer
chr7:112478893-112479554:404	enhancer
chr4:58552891-58553900:374	promoter
chr1:92136940-92137789:381	enhancer
chr1:132067603-132068155:356	promoter
chr12:84206599-84207024:167	enhancer
chr1:88625160-88625570:204	enhancer
chrX:159650080-159650925:389	enhancer
chr5:96921999-96922762:656	enhancer
chr9:66876638-66876896:123	enhancer
chr13:114838480-114839039:267	enhancer
chr8:90839709-90840640:546	enhancer
chr13:41643786-41644119:172	enhancer
chr14:11811062-11811868:194	enhancer
chr9:96450908-96451593:545	enhancer
chr10:99171982-99172519:196	enhancer
chr9:62522200-62522785:315	enhancer
chr16:93721692-93722125:241	enhancer
chr13:77047275-77047517:127	enhancer
chr4:133132058-133132440:245	enhancer
chr6:54327643-54328061:264	promoter
chr5:53871799-53872246:82	enhancer
chr1:135669772-135670174:158	enhancer
chr3:102194797-102195071:147	enhancer
chr6:84058452-84059230:293	enhancer
chr1:105865532-105865893:115	enhancer
chr18:70522158-70522713:474	enhancer
chr7:125899045-125899372:155	enhancer
chr1:95450886-95451360:320	enhancer
chr12:29100016-29100760:290	enhancer
chr9:110881959-110882477:434	enhancer
chr13:106760100-106760990:233	enhancer
chr12:54044946-54045754:751	enhancer
chr2:83742233-83742642:165	enhancer
chr5:113081325-113081795:293	promoter
chr4:8180591-8180935:152	enhancer
chr18:60911524-60912282:130	promoter
chr2:72475814-72476820:395	promoter
chr10:39415673-39415933:134	enhancer
chr7:111370261-111370975:536	enhancer
chr12:5213516-5214367:207	enhancer
chr2:142874640-142874916:121	enhancer
chr2:160335124-160335407:159	enhancer
chr13:109776016-109776473:253	enhancer
chr19:53830422-53830958:199	enhancer
chr19:37177973-37178172:98	promoter
chr19:18590894-18591488:396	enhancer
chr18:61758460-61759291:565	enhancer
chr6:125377903-125378832:382	promoter
chr9:32696740-32697012:134	promoter
chr3:93589590-93590042:311	enhancer
chr11:70254785-70255506:584	promoter
chr2:158305881-158306859:699	promoter
chr19:29640791-29641493:502	enhancer
chr13:104062226-104062738:378	enhancer
chr7:97171798-97172685:560	enhancer
chr6:83455871-83457301:989	promoter
chr2:115101286-115102051:441	enhancer
chr19:34441923-34442379:264	enhancer
chr9:123244016-123244399:170	enhancer
chr1:152599317-152599762:239	enhancer
chr4:133407191-133407856:140	enhancer
chr13:81136496-81137260:231	enhancer
chr2:124650949-124651524:282	enhancer
chr2:14239146-14239742:183	enhancer
chr4:125059132-125059561:130	enhancer
chr12:54834893-54835419:401	enhancer
chr9:115708355-115708916:162	enhancer
chr6:145768719-145768993:123	enhancer
chr7:132674425-132674655:145	enhancer
chr2:73526776-73527111:142	enhancer
chrX:99241605-99242126:231	enhancer
chr19:40698083-40698900:627	enhancer
chr14:63899323-63899944:408	enhancer
chr12:116581884-116582208:166	enhancer
chr19:3638461-3639221:562	enhancer
chr5:39832536-39833107:171	enhancer
chr12:40458892-40459347:248	enhancer
chr4:106986504-106986939:278	enhancer
chr17:50753512-50754134:453	enhancer
chr13:47216996-47217599:264	enhancer
chr6:94253943-94254378:148	enhancer
chr1:165617148-165617701:152	enhancer
chr2:163574984-163575891:72	enhancer
chr1:194746805-194747201:265	enhancer
chr13:82258226-82259185:80	enhancer
chr8:13594795-13595227:220	enhancer
chr12:83341917-83343225:661	enhancer
chr17:67006891-67007502:290	enhancer
chr12:105500716-105501285:354	enhancer
chr16:14712301-14712644:186	enhancer
chr5:104374191-104374879:639	enhancer
chr13:70234459-70234799:126	enhancer
chr13:110690903-110691240:181	enhancer
chr8:108722952-108723529:80	enhancer
chr11:107464155-107464501:189	enhancer
chr18:60977699-60978712:810	enhancer
chr11:95688345-95689390:294	enhancer
chr9:110881959-110882477:163	enhancer
chr16:24425826-24426157:184	enhancer
chr19:40636936-40638140:905	enhancer
chr7:34319133-34319513:229	enhancer
chr4:133388863-133389957:164	enhancer
chr5:148740923-148741381:238	enhancer
chr13:20181288-20181766:213	enhancer
chr15:57987766-57988158:233	enhancer
chr5:3363223-3363896:71	enhancer
chr9:107618744-107619943:119	enhancer
chr7:35036134-35036838:282	enhancer
chr11:88619613-88620333:362	enhancer
chr1:51879264-51879753:200	enhancer
chr8:36158920-36159638:192	enhancer
chr15:64191292-64191907:158	enhancer
chrX:75818883-75819301:197	enhancer
chr5:148977645-148978314:590	enhancer
chr12:83713825-83714097:121	enhancer
chr2:114803937-114804349:189	enhancer
chr1:51837877-51838216:145	enhancer
chr9:94691692-94692097:242	enhancer
chr15:102102515-102103125:153	promoter
chr5:24813987-24814360:155	enhancer
chr8:126565945-126566422:239	enhancer
chr10:99423383-99423830:153	enhancer
chr5:63959066-63959759:116	enhancer
chr15:58960927-58961288:126	enhancer
chr5:31562340-31562806:186	enhancer
chr11:11973334-11973739:211	enhancer
chr13:97569933-97570539:217	enhancer
chr15:81021423-81021880:230	enhancer
chr1:36914448-36914947:274	enhancer
chr16:33891152-33892325:206	enhancer
chr6:126141398-126142555:732	enhancer
chr11:6520815-6521115:161	promoter
chr6:125573088-125573581:317	enhancer
chr18:4313660-4314434:417	enhancer
chr11:71818042-71818617:359	enhancer
chr4:134603379-134603898:355	enhancer
chr9:118674189-118674726:244	enhancer
chr3:146657422-146657919:379	enhancer
chr5:53871799-53872246:301	enhancer
chr6:53820058-53821073:831	promoter
chr9:96450908-96451593:248	enhancer
chr1:155140152-155140414:132	enhancer
chr12:117412324-117412642:132	enhancer
chr15:98672614-98672969:187	enhancer
chr3:107680750-107681081:124	enhancer
chr11:118493563-118494605:126	enhancer
chr16:36941061-36941596:278	enhancer
chr5:75835130-75836002:133	enhancer
chr10:116205584-116206031:225	enhancer
chr4:33338042-33338388:158	enhancer
chr13:37880763-37881056:170	enhancer
chr8:34447654-34448387:88	enhancer
chr11:99126478-99127357:136	enhancer
chr9:32731747-32732101:182	enhancer
chr16:56501528-56501912:177	enhancer
chr15:59698819-59700152:377	enhancer
chr10:105500456-105501029:237	enhancer
chr10:39645827-39646201:131	promoter
chr14:66847573-66848030:300	enhancer
chr8:108869508-108869747:112	enhancer
chr12:86833675-86834116:238	promoter
chr11:113729926-113730303:175	enhancer
chr7:16373772-16374026:120	enhancer
chr17:86802378-86803006:458	enhancer
chr18:76007896-76008656:293	enhancer
chr8:36908804-36909326:229	enhancer
chr13:99190371-99190934:283	enhancer
chr1:77202964-77203348:194	enhancer
chr16:18798881-18799266:138	enhancer
chr11:119521817-119522614:634	enhancer
chr18:68493809-68494187:214	enhancer
chr11:80522887-80523778:126	enhancer
chr7:75648914-75649386:283	enhancer
chr17:43398600-43398974:238	enhancer
chr4:149921889-149922854:637	enhancer
chr10:128743745-128744486:307	promoter
chr2:27246982-27247781:359	promoter
chr10:8752396-8752778:191	enhancer
chr11:85955941-85956502:230	enhancer
chr8:94485365-94486220:715	enhancer
chr10:121033832-121034512:152	promoter
chr4:139430150-139430526:198	enhancer
chr6:53801374-53802346:623	enhancer
chr15:97762781-97763088:159	enhancer
chr2:148443173-148443831:412	promoter
chr13:43795400-43795918:127	enhancer
chr1:133407403-133407810:198	enhancer
chr18:11875545-11875887:149	enhancer
chr7:132296619-132297412:334	enhancer
chr4:82466727-82467148:198	enhancer
chr3:129724953-129725667:124	enhancer
chr15:93743860-93744612:487	enhancer
chr16:11461464-11461970:288	enhancer
chr7:117462617-117463116:202	enhancer
chr11:70229652-70229987:158	promoter
chr4:86317952-86318677:232	enhancer
chr4:124817540-124818166:136	enhancer
chr6:143146815-143147207:157	enhancer
chr4:33396562-33396804:110	enhancer
chr10:79824412-79824874:178	enhancer
chr17:28058173-28058789:349	enhancer
chr17:24634799-24635453:419	enhancer
chr2:170258327-170258812:254	enhancer
chr18:12358851-12359529:112	enhancer
chr12:79879445-79880248:299	enhancer
chr2:92349979-92350482:207	enhancer
chr7:72210186-72210900:262	enhancer
chr12:40415410-40415995:122	enhancer
chr4:95082319-95083117:649	enhancer
chr16:34861794-34862451:328	enhancer
chr2:52994501-52994922:183	enhancer
chr1:51893542-51893973:159	enhancer
chr14:121589851-121590364:177	enhancer
chr12:110431880-110432230:178	enhancer
chr12:34664824-34665067:138	enhancer
chr3:85195024-85195492:375	enhancer
chr18:11978183-11979025:592	enhancer
chr5:73881896-73882495:381	enhancer
chr18:61570773-61571388:380	enhancer
chr13:75752602-75752974:166	enhancer
chr6:92014864-92015544:210	enhancer
chr13:45576149-45576869:268	enhancer
chr18:68589723-68591303:1152	enhancer
chr15:25716897-25717368:299	enhancer
chr10:93297822-93298640:133	enhancer
chr9:43098956-43099276:172	enhancer
chr11:106382266-106382860:426	promoter
chr2:93319651-93320172:200	enhancer
chr11:51631655-51631979:186	enhancer
chr17:25067327-25067889:248	enhancer
chr7:73246038-73246393:174	enhancer
chr3:105815367-105815595:114	enhancer
chr6:33515349-33515841:314	enhancer
chr5:149514070-149514733:488	enhancer
chr8:87619209-87619600:159	enhancer
